sequence_id,5fold_seed1,5fold_seed2,5fold_seed3,5fold_seed4,5fold_seed5,5fold_seed6,5fold_seed7,5fold_seed8,5fold_seed9,5fold_seed10,5fold_seed2025
SEQ_035308,3,0,0,4,4,4,4,4,0,3,4
SEQ_035309,3,3,3,3,2,3,3,2,3,2,3
SEQ_035313,3,4,3,2,3,3,2,2,3,4,4
SEQ_035315,2,0,4,2,3,2,2,2,4,3,4
SEQ_035331,4,1,1,3,4,3,0,0,0,4,0
SEQ_035359,1,4,3,2,3,4,3,3,4,3,4
SEQ_035361,2,4,3,2,2,2,2,1,3,3,4
SEQ_035363,4,2,0,4,4,4,4,4,4,0,1
SEQ_035370,4,2,0,4,4,4,4,4,4,0,1
SEQ_035371,2,4,3,2,2,2,2,1,3,3,4
SEQ_035377,4,1,1,4,4,0,0,0,0,4,2
SEQ_035388,4,4,4,4,3,4,3,3,4,3,4
SEQ_035391,0,2,2,1,2,1,1,2,2,2,3
SEQ_035401,4,1,1,3,4,3,0,0,0,4,0
SEQ_035402,0,1,1,1,0,1,0,0,1,0,1
SEQ_035419,3,3,3,3,2,3,3,2,3,2,3
SEQ_035422,3,3,3,3,2,3,2,2,3,2,3
SEQ_035429,2,2,2,2,1,2,1,1,2,1,2
SEQ_035437,3,3,3,3,2,3,2,2,3,2,3
SEQ_035441,3,0,0,4,0,4,4,0,0,4,1
SEQ_035451,3,1,3,3,4,3,3,3,0,4,0
SEQ_035452,2,3,4,1,2,2,1,1,2,3,4
SEQ_035461,1,1,1,1,0,1,0,0,1,0,1
SEQ_035473,3,4,4,3,3,3,3,2,4,4,0
SEQ_035478,0,1,0,0,0,1,0,0,0,0,0
SEQ_035480,3,3,3,3,2,3,2,2,3,2,3
SEQ_035520,0,2,2,0,0,1,1,1,1,0,1
SEQ_035531,0,3,3,3,2,3,2,2,3,2,3
SEQ_035536,3,0,0,4,0,4,4,0,0,4,1
SEQ_035538,2,4,4,3,4,3,3,4,4,3,0
SEQ_035544,4,0,0,0,4,0,4,4,0,4,0
SEQ_035547,1,3,1,1,1,0,1,1,1,1,1
SEQ_035568,4,1,1,0,1,0,0,0,1,0,2
SEQ_035584,3,3,3,3,0,3,3,3,3,4,3
SEQ_035585,1,2,2,0,1,1,0,0,1,2,3
SEQ_035607,1,2,2,1,1,1,1,0,1,2,3
SEQ_035610,3,3,3,3,2,3,2,2,3,2,3
SEQ_035611,2,4,4,3,4,4,4,4,4,4,0
SEQ_035619,0,2,2,0,0,1,1,1,1,0,1
SEQ_035629,2,4,4,3,4,4,4,4,4,4,0
SEQ_035644,4,1,1,3,4,3,0,0,0,4,0
SEQ_035645,1,4,4,4,3,4,3,3,4,3,4
SEQ_035653,4,0,0,0,4,0,4,4,0,4,0
SEQ_035655,3,4,3,3,3,4,3,3,3,4,3
SEQ_035678,4,2,1,4,0,4,4,1,1,0,1
SEQ_035699,3,3,3,3,2,3,3,2,3,2,3
SEQ_035707,1,3,3,2,3,2,3,3,3,3,4
SEQ_035715,2,4,4,2,2,2,3,3,3,2,3
SEQ_035724,4,1,1,0,1,0,0,1,1,1,2
SEQ_035739,0,2,2,1,2,1,1,1,2,1,3
SEQ_035766,0,1,1,4,0,0,4,4,0,1,2
SEQ_035772,4,0,0,0,4,0,4,4,0,4,0
SEQ_035776,0,1,0,0,0,1,0,0,0,0,0
SEQ_035790,4,1,1,0,1,2,1,1,1,1,2
SEQ_035795,4,0,0,3,2,4,3,3,4,3,0
SEQ_035798,4,0,4,4,4,0,4,4,4,4,4
SEQ_035816,0,3,3,3,2,3,2,2,3,2,3
SEQ_035829,0,3,3,3,2,3,2,2,3,2,3
SEQ_035831,2,3,4,1,2,2,1,1,2,3,4
SEQ_035844,3,4,3,2,3,3,2,2,3,4,4
SEQ_035847,0,3,2,2,2,3,2,2,3,2,3
SEQ_035864,4,1,1,0,1,0,0,1,1,1,2
SEQ_035910,4,4,4,4,3,4,3,3,4,3,4
SEQ_035918,0,1,1,4,0,0,4,4,0,1,2
SEQ_035924,4,0,0,3,2,4,3,3,4,3,0
SEQ_035929,1,3,1,1,1,0,1,1,1,1,1
SEQ_035935,2,4,4,3,4,3,3,4,4,3,0
SEQ_035945,2,4,4,3,4,4,4,4,4,4,0
SEQ_035965,3,3,3,3,2,3,2,2,3,2,3
SEQ_035966,0,2,2,4,0,4,1,1,1,0,1
SEQ_035968,3,0,0,4,0,1,0,0,0,0,1
SEQ_035969,2,4,4,3,3,3,3,3,4,2,0
SEQ_035977,0,3,3,3,2,3,2,2,3,2,3
SEQ_035982,1,3,3,1,1,3,2,2,2,1,2
SEQ_035983,0,3,1,0,0,0,0,0,1,1,2
SEQ_035989,4,2,4,1,1,2,1,1,2,1,2
SEQ_035991,2,3,3,2,2,2,2,1,2,3,4
SEQ_035995,3,0,0,4,0,4,0,0,0,0,1
SEQ_036000,2,0,0,0,4,0,4,4,0,4,0
SEQ_036006,1,4,2,1,1,1,1,2,2,2,3
SEQ_036017,1,4,4,1,2,1,2,3,3,2,3
SEQ_036023,2,2,2,2,2,2,2,2,2,2,2
SEQ_036040,1,3,3,2,3,2,2,2,3,0,4
SEQ_036048,4,1,1,0,1,0,0,1,1,1,2
SEQ_036066,3,3,3,3,0,3,3,3,3,4,3
SEQ_036068,4,1,1,4,4,0,0,0,0,4,2
SEQ_036069,4,4,4,4,3,4,3,3,4,3,4
SEQ_036075,4,0,0,3,4,4,3,3,4,0,1
SEQ_036077,3,1,0,3,4,3,4,0,0,4,0
SEQ_036097,2,2,2,2,1,2,2,1,2,1,2
SEQ_036103,0,1,4,4,4,0,4,4,3,0,3
SEQ_036112,2,0,0,0,4,0,4,4,0,4,0
SEQ_036113,3,0,0,4,4,4,4,4,0,3,4
SEQ_036128,4,0,0,4,4,4,4,3,4,0,1
SEQ_036141,1,3,3,2,3,2,3,3,3,3,4
SEQ_036178,2,3,3,0,1,0,4,2,2,1,2
SEQ_036189,4,0,0,4,4,4,4,3,4,0,1
SEQ_036202,4,1,1,0,1,2,1,1,1,1,2
SEQ_036204,1,1,1,1,1,1,1,1,1,1,1
SEQ_036205,4,1,1,4,4,0,0,0,0,4,2
SEQ_036215,0,0,0,0,4,0,4,4,0,4,0
SEQ_036220,1,2,1,1,1,2,1,1,1,2,1
SEQ_036222,1,2,1,1,1,2,1,1,1,2,1
SEQ_036232,3,4,4,3,3,3,3,2,4,4,0
SEQ_036238,2,4,4,3,4,3,3,4,4,3,0
SEQ_036241,2,3,4,1,2,2,1,1,2,3,4
SEQ_036244,4,0,0,4,4,4,4,3,4,0,1
SEQ_036249,3,3,3,3,2,3,2,2,3,2,3
SEQ_036262,1,4,4,1,2,1,2,3,3,2,3
SEQ_036266,4,4,4,4,3,4,4,4,4,3,4
SEQ_036291,3,3,3,3,0,3,3,3,3,4,3
SEQ_036292,4,1,1,4,4,0,0,0,0,4,2
SEQ_036295,3,1,0,3,4,3,4,0,0,4,0
SEQ_036302,2,4,4,3,3,3,3,3,4,2,0
SEQ_036305,1,4,3,2,3,4,3,3,4,3,4
SEQ_036309,1,3,1,1,1,0,1,1,1,1,1
SEQ_036313,2,4,4,2,2,2,3,3,3,2,3
SEQ_036318,0,3,1,0,0,0,0,0,1,1,2
SEQ_036324,1,1,1,1,1,1,1,1,1,1,1
SEQ_036333,4,2,0,4,4,4,4,4,4,0,1
SEQ_036334,0,2,2,0,0,1,1,1,1,0,1
SEQ_036342,3,4,3,3,3,4,3,3,3,4,3
SEQ_036347,1,3,3,2,3,2,2,3,3,2,4
SEQ_036363,0,3,2,0,1,0,0,4,2,1,2
SEQ_036369,3,0,0,4,4,4,4,4,0,3,4
SEQ_036371,2,0,2,2,3,2,3,4,4,3,4
SEQ_036395,0,3,3,3,2,3,2,2,3,2,3
SEQ_036397,0,3,2,2,2,3,2,2,3,2,3
SEQ_036407,4,0,0,4,4,4,4,3,4,0,1
SEQ_036418,0,2,2,4,0,4,1,1,1,0,1
SEQ_036421,1,3,1,1,1,0,1,1,1,1,1
SEQ_036422,2,0,4,3,4,0,4,4,2,4,0
SEQ_036437,0,0,0,0,4,0,0,0,0,4,0
SEQ_036447,0,2,2,4,0,4,1,1,1,0,1
SEQ_036457,3,1,3,3,4,3,3,3,0,4,0
SEQ_036480,4,2,0,0,0,1,0,0,0,1,0
SEQ_036484,0,3,3,3,2,3,2,2,3,2,3
SEQ_036503,2,3,2,2,2,3,2,2,2,3,2
SEQ_036507,3,0,0,3,3,4,4,4,4,3,4
SEQ_036509,0,0,0,0,4,0,0,0,0,4,0
SEQ_036512,4,2,1,4,0,4,4,1,1,0,1
SEQ_036516,1,3,1,1,1,0,1,1,1,1,1
SEQ_036519,4,1,1,4,4,0,0,0,0,4,2
SEQ_036525,3,4,3,3,3,4,3,3,3,4,3
SEQ_036528,0,3,2,0,1,0,0,4,2,1,2
SEQ_036543,2,4,4,3,3,3,3,3,4,2,0
SEQ_036548,0,3,1,0,0,0,0,0,1,1,2
SEQ_036566,1,3,3,1,1,3,2,2,2,1,2
SEQ_036574,2,3,4,1,2,2,1,1,2,3,4
SEQ_036576,1,3,3,2,3,2,3,3,3,3,4
SEQ_036584,2,0,4,3,4,0,4,4,2,4,0
SEQ_036585,2,4,4,3,4,4,4,4,4,4,0
SEQ_036589,3,4,4,4,3,4,3,3,4,3,4
SEQ_036595,3,4,4,3,3,3,3,2,4,4,0
SEQ_036607,4,1,1,0,1,0,0,1,1,1,2
SEQ_036609,1,1,1,1,1,1,1,1,1,1,1
SEQ_036610,4,4,4,4,3,4,4,4,4,3,4
SEQ_036615,3,4,4,4,3,3,2,2,3,4,0
SEQ_036626,2,3,2,2,2,3,2,2,2,3,2
SEQ_036665,2,0,2,2,3,2,3,4,4,3,4
SEQ_036666,0,2,2,0,0,1,1,1,1,0,1
SEQ_036668,0,1,1,4,0,0,4,4,0,1,2
SEQ_036684,0,1,4,4,4,0,4,4,3,0,3
SEQ_036686,0,1,4,4,4,0,4,4,3,0,3
SEQ_036695,4,4,4,4,3,4,3,3,4,3,4
SEQ_036698,3,0,0,4,0,4,0,0,0,0,1
SEQ_036708,0,2,2,1,2,1,1,2,2,2,3
SEQ_036710,2,2,2,2,1,2,2,1,2,1,2
SEQ_036734,1,3,3,1,1,3,2,2,2,1,2
SEQ_036736,4,2,4,1,1,2,1,1,2,1,2
SEQ_036738,0,2,2,4,0,4,1,1,1,0,1
SEQ_036743,4,0,4,4,4,0,4,4,4,4,4
SEQ_036744,2,3,2,2,2,3,2,2,2,3,2
SEQ_036750,2,3,3,2,2,2,2,1,2,3,4
SEQ_036756,1,4,4,1,2,1,2,3,3,2,3
SEQ_036760,0,0,0,0,4,0,0,0,0,4,0
SEQ_036775,4,1,1,0,1,0,0,1,1,1,2
SEQ_036785,0,0,0,0,4,0,0,0,0,4,0
SEQ_036788,2,4,4,2,2,2,3,3,3,2,3
SEQ_036797,2,2,2,2,1,2,1,1,2,1,2
SEQ_036799,4,0,0,0,4,0,4,4,0,4,0
SEQ_036801,1,3,3,2,3,2,3,3,3,3,4
SEQ_036808,3,4,3,3,3,4,3,3,3,4,3
SEQ_036809,3,3,3,3,0,3,3,3,3,4,3
SEQ_036816,3,0,0,4,0,4,0,0,0,0,1
SEQ_036828,0,2,2,1,2,1,1,1,2,1,3
SEQ_036833,4,1,1,3,4,3,0,0,0,4,0
SEQ_036840,1,3,3,2,3,2,2,3,3,2,4
SEQ_036857,4,1,1,3,4,3,0,0,0,4,0
SEQ_036864,1,2,1,1,1,2,1,1,1,2,1
SEQ_036872,0,1,4,4,4,0,4,4,3,0,3
SEQ_036875,0,1,0,0,0,1,0,0,0,0,0
SEQ_036877,0,0,0,0,4,0,4,4,0,4,0
SEQ_036882,4,0,0,3,4,4,3,3,4,0,1
SEQ_036886,0,2,2,4,0,4,1,1,1,0,1
SEQ_036889,2,3,2,2,2,3,2,2,2,3,2
SEQ_036893,0,2,2,0,0,1,1,1,1,0,1
SEQ_036899,2,4,4,3,3,3,3,3,4,2,0
SEQ_036906,1,1,1,1,0,1,0,0,1,0,1
SEQ_036909,0,1,4,4,4,0,4,4,3,0,3
SEQ_036924,4,1,1,4,4,0,0,0,0,4,2
SEQ_036927,1,4,3,1,2,1,1,4,3,2,3
SEQ_036942,2,3,4,1,2,2,1,1,2,3,4
SEQ_036946,3,1,1,0,0,1,0,0,1,0,1
SEQ_036951,1,2,2,0,1,1,0,0,1,2,3
SEQ_036961,1,4,3,1,2,1,1,4,3,2,3
SEQ_036965,4,0,0,3,2,4,3,3,4,3,0
SEQ_036973,2,0,2,2,3,2,3,4,4,3,4
SEQ_036980,4,1,1,0,1,0,0,0,1,0,2
SEQ_036987,4,2,0,4,4,4,4,4,4,0,1
SEQ_036992,1,3,1,1,1,0,1,1,1,1,1
SEQ_036993,4,0,0,3,4,4,3,3,4,0,1
SEQ_036999,3,0,0,4,4,4,4,4,0,3,4
SEQ_037011,3,3,3,3,0,3,3,3,3,4,3
SEQ_037012,2,0,4,2,3,2,2,2,4,3,4
SEQ_037016,4,0,0,3,2,4,3,3,4,3,0
SEQ_037044,3,3,3,3,0,3,3,3,3,4,3
SEQ_037051,0,3,2,2,2,3,2,2,3,2,3
SEQ_037063,0,1,1,1,0,1,0,0,1,0,1
SEQ_037074,2,4,4,3,4,4,4,4,4,4,0
SEQ_037076,1,2,2,1,1,1,1,0,1,2,3
SEQ_037092,3,1,3,3,4,3,3,3,0,4,0
SEQ_037108,1,2,2,0,1,1,0,0,1,2,3
SEQ_037118,0,1,0,0,0,1,0,0,0,0,0
SEQ_037134,1,2,1,1,1,2,1,1,1,2,1
SEQ_037140,3,0,0,4,0,4,0,0,0,0,1
SEQ_037149,2,0,0,0,4,0,4,4,0,4,0
SEQ_037153,0,0,0,0,4,0,4,4,0,4,0
SEQ_037158,4,0,0,3,4,4,3,3,4,0,1
SEQ_037161,4,1,1,0,1,0,0,1,1,1,2
SEQ_037162,0,3,1,0,0,0,0,0,1,1,2
SEQ_037173,1,1,1,1,0,1,1,3,1,0,1
SEQ_037191,2,4,4,3,3,3,3,3,4,2,0
SEQ_037197,4,2,1,4,0,4,4,1,1,0,1
SEQ_037201,4,0,0,4,4,4,4,3,4,0,1
SEQ_037208,2,3,3,0,1,0,4,2,2,1,2
SEQ_037218,2,4,3,2,2,2,2,1,3,3,4
SEQ_037226,2,0,2,2,3,2,3,4,4,3,4
SEQ_037227,1,1,1,1,1,1,1,1,1,1,1
SEQ_037231,2,4,4,3,3,3,3,3,4,2,0
SEQ_037236,0,0,0,0,4,0,4,4,0,4,0
SEQ_037238,1,3,3,2,3,2,2,3,3,2,4
SEQ_037250,0,1,1,4,0,0,4,4,0,1,2
SEQ_037263,0,1,4,4,4,0,4,4,3,0,3
SEQ_037277,1,3,3,2,3,2,3,3,3,3,4
SEQ_037282,2,3,3,0,1,0,4,2,2,1,2
SEQ_037283,4,0,4,4,4,0,4,4,4,4,4
SEQ_037284,1,3,3,1,1,3,2,2,2,1,2
SEQ_037287,1,4,2,1,1,1,1,2,2,2,3
SEQ_037298,0,0,0,0,4,0,4,4,0,4,0
SEQ_037312,0,1,1,0,0,0,0,4,0,1,2
SEQ_037330,4,2,0,4,4,4,4,4,4,0,1
SEQ_037344,1,2,2,0,1,1,0,0,1,2,3
SEQ_037347,2,0,4,3,4,0,4,4,2,4,0
SEQ_037352,2,0,4,2,3,2,2,2,4,3,4
SEQ_037363,3,3,3,3,0,3,3,3,3,4,3
SEQ_037366,2,0,2,2,3,2,3,4,4,3,4
SEQ_037375,2,4,4,3,4,3,3,4,4,3,0
SEQ_037397,2,3,4,1,2,2,1,1,2,3,4
SEQ_037403,2,4,4,3,4,3,3,4,4,3,0
SEQ_037405,2,2,2,2,1,2,2,1,2,1,2
SEQ_037413,2,4,4,2,2,2,3,3,3,2,3
SEQ_037438,0,3,2,2,2,3,2,2,3,2,3
SEQ_037440,0,2,2,1,2,3,2,2,2,2,3
SEQ_037451,0,3,1,0,0,0,0,0,1,1,2
SEQ_037458,1,3,3,2,3,2,2,3,3,2,4
SEQ_037462,2,2,2,2,1,2,1,1,2,1,2
SEQ_037472,1,3,3,2,3,2,2,3,3,2,4
SEQ_037482,4,0,0,0,4,0,4,4,0,4,0
SEQ_037485,4,1,1,0,1,2,1,1,1,1,2
SEQ_037487,1,1,1,1,0,1,0,0,1,0,1
SEQ_037497,3,4,3,2,3,3,2,2,3,4,4
SEQ_037500,2,0,0,0,4,0,4,4,0,4,0
SEQ_037517,1,2,2,0,1,1,0,0,1,2,3
SEQ_037521,0,3,3,3,2,3,2,2,3,2,3
SEQ_037538,3,4,4,3,3,3,3,2,4,4,0
SEQ_037540,0,1,1,1,0,1,0,0,1,0,1
SEQ_037544,4,1,1,3,4,3,0,0,0,4,0
SEQ_037550,4,2,2,2,1,2,1,1,2,1,2
SEQ_037557,4,2,2,2,1,2,1,1,2,1,2
SEQ_037559,0,2,2,0,0,1,1,1,1,0,1
SEQ_037565,3,0,0,4,4,4,4,4,0,3,4
SEQ_037595,0,2,2,4,0,4,1,1,1,0,1
SEQ_037605,0,0,0,0,4,0,0,0,0,4,0
SEQ_037606,4,2,0,0,0,1,0,0,0,1,0
SEQ_037607,4,4,4,4,3,4,3,3,4,3,4
SEQ_037609,4,4,4,4,3,4,3,3,4,3,4
SEQ_037614,1,3,1,1,1,0,1,1,1,1,1
SEQ_037616,2,0,2,2,3,2,3,4,4,3,4
SEQ_037618,3,0,0,4,0,4,0,0,0,0,1
SEQ_037620,4,2,0,4,4,4,4,4,4,0,1
SEQ_037623,2,4,4,3,4,4,4,4,4,4,0
SEQ_037654,2,0,0,0,4,0,4,4,0,4,0
SEQ_037665,1,2,1,1,1,2,1,1,1,2,1
SEQ_037666,1,3,3,1,1,3,2,2,2,1,2
SEQ_037708,2,3,3,0,1,0,4,2,2,1,2
SEQ_037722,4,1,1,3,4,3,0,0,0,4,0
SEQ_037736,4,2,2,2,1,2,1,1,2,1,2
SEQ_037738,2,4,4,3,4,4,4,4,4,4,0
SEQ_037760,4,0,0,4,4,4,4,3,4,0,1
SEQ_037777,2,2,2,2,1,2,2,1,2,1,2
SEQ_037782,1,2,1,1,1,2,1,1,1,2,1
SEQ_037789,3,4,3,2,3,3,2,2,3,4,4
SEQ_037834,3,1,1,0,0,1,0,0,1,0,1
SEQ_037840,3,0,0,4,0,4,0,0,0,0,1
SEQ_037841,0,2,2,1,2,1,1,2,2,2,3
SEQ_037845,3,0,0,4,4,4,4,4,0,3,4
SEQ_037852,4,1,1,0,1,0,0,1,1,1,2
SEQ_037856,0,2,2,4,0,4,1,1,1,0,1
SEQ_037863,1,1,1,1,0,1,0,0,1,0,1
SEQ_037869,4,0,0,3,2,4,3,3,4,3,0
SEQ_037871,2,3,2,2,2,3,2,2,2,3,2
SEQ_037878,0,2,2,0,0,1,1,1,1,0,1
SEQ_037888,0,1,1,1,0,1,0,0,1,0,1
SEQ_037906,0,2,2,1,2,3,2,2,2,2,3
SEQ_037923,3,0,0,4,0,4,0,0,0,0,1
SEQ_037925,4,0,0,3,4,4,3,3,4,0,1
SEQ_037928,4,0,0,3,4,4,3,3,4,0,1
SEQ_037965,4,1,1,0,1,2,1,1,1,1,2
SEQ_037972,4,4,4,4,3,4,4,4,4,3,4
SEQ_037997,4,0,0,4,4,4,4,3,4,0,1
SEQ_037998,1,4,4,1,2,1,2,3,3,2,3
SEQ_038016,2,0,0,0,4,0,4,4,0,4,0
SEQ_038018,2,3,3,2,2,2,2,1,2,3,4
SEQ_038022,3,3,3,3,2,3,2,2,3,2,3
SEQ_038032,1,4,2,1,1,1,1,2,2,2,3
SEQ_038034,0,1,4,4,4,0,4,4,3,0,3
SEQ_038045,0,2,2,0,0,1,1,1,1,0,1
SEQ_038047,1,3,3,2,3,2,2,3,3,2,4
SEQ_038050,2,0,2,2,3,2,3,4,4,3,4
SEQ_038052,3,3,3,3,2,3,3,2,3,2,3
SEQ_038053,2,3,4,1,2,2,1,1,2,3,4
SEQ_038055,3,0,0,4,0,1,0,0,0,0,1
SEQ_038060,3,4,4,4,3,3,2,2,3,4,0
SEQ_038063,2,3,2,2,2,3,2,2,2,3,2
SEQ_038069,0,3,1,0,0,0,0,0,1,1,2
SEQ_038073,2,0,4,2,3,2,2,2,4,3,4
SEQ_038076,4,1,1,0,1,0,0,0,1,0,2
SEQ_038095,4,1,1,0,1,0,0,1,1,1,2
SEQ_038108,4,0,0,4,4,4,4,3,4,0,1
SEQ_038115,0,2,2,0,0,1,1,1,1,0,1
SEQ_038117,4,2,0,4,4,4,4,4,4,0,1
SEQ_038127,1,4,3,2,3,4,3,3,4,3,4
SEQ_038133,4,0,0,3,2,4,3,3,4,3,0
SEQ_038134,1,1,1,1,0,1,1,3,1,0,1
SEQ_038136,3,4,4,4,3,3,2,2,3,4,0
SEQ_038142,3,0,0,4,4,4,4,4,0,3,4
SEQ_038145,2,3,3,2,2,2,2,1,2,3,4
SEQ_038151,1,2,1,1,1,2,1,1,1,2,1
SEQ_038154,3,0,0,3,3,4,4,4,4,3,4
SEQ_038159,2,4,4,3,3,3,3,3,4,2,0
SEQ_038166,1,4,3,1,2,1,1,4,3,2,3
SEQ_038168,2,4,4,3,4,4,4,4,4,4,0
SEQ_038174,2,2,2,2,1,2,1,1,2,1,2
SEQ_038178,1,2,2,0,1,1,0,0,1,2,3
SEQ_038186,0,2,2,4,0,4,1,1,1,0,1
SEQ_038193,0,1,0,0,0,1,0,0,0,0,0
SEQ_038196,0,2,2,1,2,1,1,2,2,2,3
SEQ_038203,1,1,1,1,0,1,0,0,1,0,1
SEQ_038205,4,1,1,3,4,3,0,0,0,4,0
SEQ_038229,1,1,1,1,0,1,1,3,1,0,1
SEQ_038236,2,3,2,2,2,3,2,2,2,3,2
SEQ_038241,1,3,3,2,3,2,3,3,3,3,4
SEQ_038252,2,4,4,2,2,2,3,3,3,2,3
SEQ_038253,4,2,0,0,0,1,0,0,0,1,0
SEQ_038254,2,0,4,3,4,0,4,4,2,4,0
SEQ_038268,3,4,4,4,3,3,2,2,3,4,0
SEQ_038269,3,4,3,3,3,4,3,3,3,4,3
SEQ_038278,3,0,0,4,0,1,0,0,0,0,1
SEQ_038288,4,0,0,4,4,4,4,3,4,0,1
SEQ_038290,1,3,3,2,3,2,2,3,3,2,4
SEQ_038295,2,3,3,2,2,2,2,1,2,3,4
SEQ_038302,1,3,1,1,1,0,1,1,1,1,1
SEQ_038306,3,0,0,4,0,4,0,0,0,0,1
SEQ_038312,4,2,1,4,0,4,4,1,1,0,1
SEQ_038314,2,4,4,3,3,3,3,3,4,2,0
SEQ_038320,4,2,0,0,0,1,0,0,0,1,0
SEQ_038324,4,0,4,4,4,0,4,4,4,4,4
SEQ_038341,2,2,2,2,2,2,2,2,2,2,2
SEQ_038347,1,4,4,4,3,4,3,3,4,3,4
SEQ_038354,1,1,1,1,0,1,0,0,1,0,1
SEQ_038356,0,1,1,1,0,1,0,0,1,0,1
SEQ_038369,4,4,4,4,3,4,4,4,4,3,4
SEQ_038370,3,0,0,4,0,4,0,0,0,0,1
SEQ_038371,2,3,3,0,1,0,4,2,2,1,2
SEQ_038381,2,3,4,1,2,2,1,1,2,3,4
SEQ_038387,2,4,4,2,2,2,3,3,3,2,3
SEQ_038391,1,1,1,1,0,1,1,3,1,0,1
SEQ_038400,0,0,0,0,4,0,0,0,0,4,0
SEQ_038406,4,0,4,4,4,0,4,4,4,4,4
SEQ_038412,4,4,4,4,3,4,3,3,4,3,4
SEQ_038424,2,0,0,0,4,0,4,4,0,4,0
SEQ_038433,4,1,1,0,1,0,0,0,1,0,2
SEQ_038434,2,4,4,2,2,2,3,3,3,2,3
SEQ_038438,3,4,4,3,3,3,3,2,4,4,0
SEQ_038440,2,4,4,3,4,4,4,4,4,4,0
SEQ_038441,1,3,3,2,3,2,2,2,3,0,4
SEQ_038444,2,2,2,2,1,2,2,1,2,1,2
SEQ_038471,4,2,0,0,0,1,0,0,0,1,0
SEQ_038473,3,0,0,4,0,4,0,0,0,0,1
SEQ_038476,4,0,0,3,2,4,3,3,4,3,0
SEQ_038506,4,0,4,4,4,0,4,4,4,4,4
SEQ_038508,0,1,4,4,4,0,4,4,3,0,3
SEQ_038512,1,4,4,1,2,1,2,3,3,2,3
SEQ_038518,3,1,1,0,0,1,0,0,1,0,1
SEQ_038524,4,2,0,0,0,1,0,0,0,1,0
SEQ_038525,2,0,4,2,3,2,2,2,4,3,4
SEQ_038534,4,0,0,3,2,4,3,3,4,3,0
SEQ_038535,4,1,1,0,1,0,0,0,1,0,2
SEQ_038553,2,4,3,2,2,2,2,1,3,3,4
SEQ_038554,0,2,2,1,2,1,1,1,2,1,3
SEQ_038560,2,2,2,2,1,2,1,1,2,1,2
SEQ_038566,4,0,0,3,2,4,3,3,4,3,0
SEQ_038567,1,3,3,2,3,2,2,3,3,2,4
SEQ_038582,0,0,0,0,4,0,0,0,0,4,0
SEQ_038586,4,0,0,4,4,4,4,3,4,0,1
SEQ_038595,0,0,0,0,4,0,4,4,0,4,0
SEQ_038605,3,4,3,2,3,3,2,2,3,4,4
SEQ_038609,0,0,0,0,4,0,4,4,0,4,0
SEQ_038630,2,3,2,2,2,3,2,2,2,3,2
SEQ_038638,4,1,1,3,4,3,0,0,0,4,0
SEQ_038640,3,3,3,3,2,3,2,2,3,2,3
SEQ_038643,0,3,2,0,1,0,0,4,2,1,2
SEQ_038644,1,4,4,4,3,4,3,3,4,3,4
SEQ_038661,1,3,1,1,1,0,1,1,1,1,1
SEQ_038672,1,3,3,2,3,2,2,3,3,2,4
SEQ_038674,1,2,1,1,1,2,1,1,1,2,1
SEQ_038676,4,0,0,4,4,4,4,3,4,0,1
SEQ_038678,1,3,3,2,3,2,3,3,3,3,4
SEQ_038687,0,2,2,1,2,3,2,2,2,2,3
SEQ_038692,3,3,3,3,2,3,2,2,3,2,3
SEQ_038704,2,3,2,2,2,3,2,2,2,3,2
SEQ_038711,2,4,4,3,3,3,3,3,4,2,0
SEQ_038718,0,1,0,0,0,1,0,0,0,0,0
SEQ_038722,2,4,4,3,3,3,3,3,4,2,0
SEQ_038726,4,2,0,4,4,4,4,4,4,0,1
SEQ_038729,3,0,0,4,0,4,4,0,0,4,1
SEQ_038734,2,0,4,3,4,0,4,4,2,4,0
SEQ_038746,1,1,1,1,0,1,1,3,1,0,1
SEQ_038753,2,2,2,2,1,2,2,1,2,1,2
SEQ_038755,0,0,0,0,4,0,4,4,0,4,0
SEQ_038757,3,0,0,4,0,4,0,0,0,0,1
SEQ_038767,2,3,4,1,2,2,1,1,2,3,4
SEQ_038769,2,3,4,1,2,2,1,1,2,3,4
SEQ_038770,2,2,2,2,1,2,1,1,2,1,2
SEQ_038774,2,4,3,2,2,2,2,1,3,3,4
SEQ_038781,1,3,1,1,1,0,1,1,1,1,1
SEQ_038798,2,4,4,2,2,2,3,3,3,2,3
SEQ_038809,3,4,4,3,3,3,3,2,4,4,0
SEQ_038813,4,2,4,1,1,2,1,1,2,1,2
SEQ_038820,0,1,4,4,4,0,4,4,3,0,3
SEQ_038826,4,0,0,3,2,4,3,3,4,3,0
SEQ_038837,0,3,2,2,2,3,2,2,3,2,3
SEQ_038843,1,1,1,1,0,1,0,0,1,0,1
SEQ_038856,2,0,2,2,3,2,3,4,4,3,4
SEQ_038859,4,2,4,1,1,2,1,1,2,1,2
SEQ_038874,2,0,0,0,4,0,4,4,0,4,0
SEQ_038894,2,2,2,2,1,2,2,1,2,1,2
SEQ_038897,4,1,1,3,4,3,0,0,0,4,0
SEQ_038900,4,1,1,0,1,2,1,1,1,1,2
SEQ_038910,1,1,1,1,0,1,0,0,1,0,1
SEQ_038939,3,4,4,4,3,3,2,2,3,4,0
SEQ_038941,1,3,1,1,1,0,1,1,1,1,1
